OccNo,OccAcID,RegistrationNo,RegCountry,YearManufacture,MaxTakeOffWeight,WeightCategory,AircraftType,AircraftMake,AircraftModel,Organization,OperatorType,CARSubpart,StateOperator,OperationType,Departure,Destination,DamageLevel,PRODUCTION_DT
A07A0049,A07A0049_1,N16911,UNITED STATES,2001,22000,5701-27000,AEROPLANE,EMBRAER,EMB-145,CONTINENTAL EXPRESS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KEWR NEWARK/NEW YORK LIBERTY INTL,CYHZ HALIFAX INTL,NONE,2019-03-29T13:28:51
A07A0050,A07A0050_1,C-FWRS,CANADA,1996,23133,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ LBPIA TORONTO,CYFC FREDERICTON,NONE,2019-03-29T13:28:51
A07A0051,A07A0051_1,C-GEOU,CANADA,1999,186882,27001-272000,AEROPLANE,BOEING,767-300,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,EDDF FRANKFORT INTL,CYYZ TORONTO/LESTER B. PEARSON INTL,NONE,2019-03-29T13:28:51
A07A0051,A07A0051_2,F-GITJ,FRANCE,2004,394625,OVER 272001,AEROPLANE,BOEING,747-400,AIR FRANCE,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,LFPG PARIS/CHARLES DE GAULLE,MMMX MEXICO CITY/ BENITO JUAREZ INTL,NONE,2019-03-29T13:28:51
A07A0051,A07A0051_3,D-AIGA,GERMANY,,260000,27001-272000,AEROPLANE,AIRBUS,A340-300,LUFTHANSA,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EDDF FRANKFORT INTL,KORD CHICAGO/O'HARE INTL,NONE,2019-03-29T13:28:51
A07A0051,A07A0051_4,C-FBFP,CANADA,1975,8165,5701-27000,AEROPLANE,LEARJET,35,CANADIAN GLOBAL AIR AMBULANCE,OTHER,N/A,N/A,AIR AMBULANCE/ EMERGENCY MEDICAL,BIKF KEFLAVIK INTL,CYYR GOOSE BAY ARPT,NONE,2019-03-29T13:28:51
A07A0052,A07A0052_1,,CANADA,,,27001-272000,AEROPLANE,BOEING,767-300,STRATFORD AIRWAYS INC,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,TNCA ARUBA/QUEEN BEATRIX INTL,EGCC MANCHESTER INTL,NONE,2019-03-29T13:28:51
A07A0052,A07A0052_2,,UNITED STATES,,,27001-272000,AEROPLANE,BOEING,767-200,US AIR INC,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,PHL PHILADELPHIA INTL,LEBL BARCELONA INTL,NONE,2019-03-29T13:28:51
A07A0053,A07A0053_1,PH-MCJ,NETHERLANDS,1993,181437,27001-272000,AEROPLANE,BOEING,767-300,MARTINAIR HOLLAND N.V.,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EHAM AMSTERDAM/SCHIPHOL INTL,KMCO ORLANDO INTL,NONE,2019-03-29T13:28:51
A07A0054,A07A0054_1,,UNITED STATES,,113399,27001-272000,AEROPLANE,BOEING,757-200,CONTINENTAL AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,LEBL BARCELONA INTL,KEWR NEWARK INTL,NONE,2019-03-29T13:28:51
A07A0055,A07A0055_1,C-GHTO,CANADA,2007,800,0-2250,AEROPLANE,DIAMOND,DA20-C1,MONCTON FLIGHT COLLEGE,COMMERCIAL,406 - FLIGHT TRAINING,N/A,TRAINING,CYQM GREATER MONCTON AIRPORT,CYQM GREATER MONCTON AIRPORT,SUBSTANTIAL,2019-03-29T13:28:51
A07A0056,A07A0056_1,C-GOFL,CANADA,1997,2268,2251-5700,HELICOPTER,BELL HELICOPTER,407,UNIVERSAL HELICOPTERS NEWFOUNDLAND,COMMERCIAL,702 - AERIAL WORK,N/A,BUSINESS,JACQUES LAKE DRILL SITE,CCD4 POSTVILLE ARPT,NONE,2019-03-29T13:28:51
A07A0057,A07A0057_1,C-FIBG,CANADA,2006,907,0-2250,AEROPLANE,MURPHY,REBEL,,PRIVATE,,N/A,PLEASURE/TRAVEL,CCQ5 PADDY'S POND WATERDROME,WHALEN'S POND,SUBSTANTIAL,2019-03-29T13:28:51
A07A0058,A07A0058_1,C-FZVD,CANADA,1971,1650,0-2250,AEROPLANE,CHAMPION,7GCBC,MONCTON FLIGHT COLLEGE,COMMERCIAL,406 - FLIGHT TRAINING,N/A,TRAINING,CYQM MONCTON/GREATER MONCTON INTL,CYQM MONCTON/GREATER MONCTON INTL,SUBSTANTIAL,2019-03-29T13:28:51
A07A0059,A07A0059_1,C-IFNW,CANADA,1997,476,0-2250,ADVANCED ULTRALIGHT,CANADIAN ULTRALIGHT MANUFACTURING,CHINOOK PLUS 2/A,,PRIVATE,,N/A,PLEASURE/TRAVEL,WOODSTOCK,WOODSTOCK,DESTROYED,2019-03-29T13:28:51
A07A0062,A07A0062_1,G-STRH,UNITED KINGDOM,2002,68040,27001-272000,AEROPLANE,BOEING,737-700,ASTRAEUS LTD,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,CYYT ST. JOHN'S,EGKK LONDON GATWICK,,2019-03-29T13:28:51
A07A0063,A07A0063_1,,CANADA,,77000,27001-272000,AEROPLANE,AIRBUS,A320,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ LBPIA TORONTO,CYYT ST. JOHN`S INTL,NONE,2019-03-29T13:28:51
A07A0063,A07A0063_2,,SAUDI ARABIA,,181000,27001-272000,AEROPLANE,BOEING,747-400,SAUDI ARABIAN AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,OEJN KING ABDUL AZIZ INTERNATIONAL AIRPORT JEDDAH,KIAD WASHINGTON DULLES INTERNATIONAL AIRPORT,NONE,2019-03-29T13:28:51
A07A0066,A07A0066_1,C-GBZS,CANADA,,2308,2251-5700,AEROPLANE,DE HAVILLAND,DHC-2 (BEAVER),PORTLAND CREEK AVIATION,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,RAFT POND,UNKNOWN,SUBSTANTIAL,2019-03-29T13:28:51
A07A0067,A07A0067_1,C-GMFC,CANADA,1980,1724,0-2250,AEROPLANE,PIPER,PA-44-180,MONCTON FLIGHT COLLEGE,COMMERCIAL,406 - FLIGHT TRAINING,N/A,TRAINING,CYQM MONCTON/GREATER MONCTON INTL,CYQM MONCTON/GREATER MONCTON INTL,SUBSTANTIAL,2019-03-29T13:28:51
A07A0068,A07A0068_1,C-FHIQ,CANADA,2006,51800,27001-272000,AEROPLANE,EMBRAER,EMB-190,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ HALIFAX/ROBERT L. STANFIELD INTL,CYYT ST. JOHN'S INTL,NONE,2019-03-29T13:28:51
A07A0069,A07A0069_1,,CANADA,,,5701-27000,AEROPLANE,BEECH,B-1900,AIR GEORGIAN,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYHZ HALIFAX/ROBERT L. STANFIELD INTL,CYSJ SAINT JOHN ARPT,NONE,2019-03-29T13:28:51
A07A0069,A07A0069_2,,CANADA,,,27001-272000,AEROPLANE,LOCKHEED,C-130,UNKNOWN,STATE,N/A,MILITARY,OTHER,CYZX CFB GREENWOOD,CYZX CFB GREENWOOD,NONE,2019-03-29T13:28:51
A07A0071,A07A0071_1,N17159,UNITED STATES,2004,,5701-27000,AEROPLANE,EMBRAER,EMB-145,CONTINENTAL EXPRESS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KEWR NEWARK INTL,CYQM GREATER MONCTON INTL,NONE,2019-03-29T13:28:51
A07A0072,A07A0072_1,C-FHIQ,CANADA,2006,51800,27001-272000,AEROPLANE,EMBRAER,EMB-190,AIR CANADA JETZ,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ HALIFAX INTL.,CYYT ST. JOHN`S INTL,NONE,2019-03-29T13:28:51
A07A0073,A07A0073_1,C-FDRO,CANADA,2005,257000,27001-272000,AEROPLANE,AIRBUS,A340-300,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ LBPIA TORONTO,EGLL HEATHROW LONDON,NONE,2019-03-29T13:28:51
A07A0074,A07A0074_1,N195DN,UNITED STATES,1997,182000,27001-272000,AEROPLANE,BOEING,767-300,DELTA AIR LINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EDDM - MUNICH INTL.,KATL - ATLANTA / HARTSFIELD INTL.,NONE,2019-03-29T13:28:51
A07A0075,A07A0075_1,C-FGLX,CANADA,2006,51800,27001-272000,AEROPLANE,EMBRAER,EMB-190,AIR CANADA JETZ,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYUL PIERRE ELLIOTT TRUDEAU INTL MONTREAL,CYDF DEER LAKE,NONE,2019-03-29T13:28:51
A07A0076,A07A0076_1,C-FHIQ,CANADA,2006,51800,27001-272000,AEROPLANE,EMBRAER,EMB-190,AIR CANADA JETZ,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYOW OTTAWA,CYHZ HALIFAX INTL,NONE,2019-03-29T13:28:51
A07A0077,A07A0077_1,VT-EVB,INDIA,1996,396000,OVER 272001,AEROPLANE,BOEING,747-400,AIR INDIA,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KEWR NEWARK,LFPG CHARLES DE GAULLE,NONE,2019-03-29T13:28:51
A07A0078,A07A0078_1,,UNITED STATES,,146000,27001-272000,AEROPLANE,BOEING,KC-135,UNITED STATES AIR FORCE,STATE,N/A,MILITARY,OTHER,KYNG YOUNGSTOWN-WARREN REGIONAL AIRPORT,LIPA CESKA,NONE,2019-03-29T13:28:51
A07A0078,A07A0078_2,,UNITED STATES,,170000,27001-272000,AEROPLANE,BOEING,767-300,DELTA AIR LINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KJFK NEW YORK,LIRP PISA,NONE,2019-03-29T13:28:51
A07A0079,A07A0079_1,F-GITJ,FRANCE,2004,394625,OVER 272001,AEROPLANE,BOEING,747-400,AIR FRANCE,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KBOS BOSTON,LFPG CHARLES DE GAULLE AIRPORT,NONE,2019-03-29T13:28:51
A07A0080,A07A0080_1,C-GGGA,CANADA,1997,7688,5701-27000,AEROPLANE,BEECH,1900D,AIR GEORGIAN,COMMERCIAL,704 - COMMUTER,N/A,OTHER,CYHZ HALIFAX INTL.,CYSJ SAINT JOHN,MINOR,2019-03-29T13:28:51
A07A0081,A07A0081_1,C-GJSV,CANADA,1987,15649,5701-27000,AEROPLANE,DE HAVILLAND,DHC-8-100,JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ HALIFAX/ROBERT L. STANFIELD INTL,CYQX GANDER INTL,NONE,2019-03-29T13:28:51
A07A0082,A07A0082_1,C-GPAL,CANADA,1989,15648,5701-27000,AEROPLANE,DE HAVILLAND,DHC-8-100,PAL PROVINCIAL AIRLINES,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYT ST. JOHN'S INTL,CYDF DEER LAKE ARPT,NONE,2019-03-29T13:28:51
A07A0083,A07A0083_1,N471EV,UNITED STATES,1973,348750,OVER 272001,AEROPLANE,BOEING,747-200,EVERGREEN INTERNATIONAL AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,LERT ROTA NAVAL STATION,KNGU NORFOLK NAVAL STATION/CHAMBERS FIELD,NONE,2019-03-29T13:28:51
A07A0084,A07A0084_1,C-GJZL,CANADA,2001,24040,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYSJ SAINT JOHN ARPT,CYYZ TORONTO/LESTER B. PEARSON INTL,NONE,2019-03-29T13:28:51
A07A0085,A07A0085_1,N803DE,UNITED STATES,1991,263085,27001-272000,AEROPLANE,MCDONNELL DOUGLAS,MD-11,UNKNOWN,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KBGR BANGOR INTL,EDDP LEIPZIG/HALLE INTL,UNKNOWN,2019-03-29T13:28:51
A07A0086,A07A0086_1,,CANADA,,,27001-272000,AEROPLANE,EMBRAER,EMB-190,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ HALIFAX/ROBERT L. STANFIELD INTL,CYYZ TORONTO/LESTER B. PEARSON INTL,NONE,2019-03-29T13:28:51
A07A0086,A07A0086_2,,UNITED STATES,,,27001-272000,AEROPLANE,LOCKHEED,C-130,UNITED STATES NAVY (USN),STATE,N/A,MILITARY,OTHER,CYHZ HALIFAX/ROBERT L. STANFIELD INTL,KSGJ ST. AUGUSTINE ARPT,NONE,2019-03-29T13:28:51
A07A0088,A07A0088_1,,CANADA,,144000,27001-272000,AEROPLANE,AIRBUS,A310,CANADIAN FORCES - DND,STATE,N/A,MILITARY,OTHER,"EDDK COLOGNE AIRPORT, GERMANY",CYFC FREDERICTON,NONE,2019-03-29T13:28:51
A07A0088,A07A0088_2,,CANADA,,23500,5701-27000,AEROPLANE,MCDONNELL DOUGLAS,F-18,CANADIAN FORCES - DND,STATE,N/A,MILITARY,OTHER,"EDDK COLOGNE AIRPORT, GERMANY",CYFC FREDERICTON,,2019-03-29T13:28:51
A07A0088,A07A0088_3,,CANADA,,23500,5701-27000,AEROPLANE,MCDONNELL DOUGLAS,F-18,CANADIAN FORCES - DND,STATE,N/A,MILITARY,OTHER,"EDDK COLOGNE AIRPORT, GERMANY",CYFC FREDERICTON,NONE,2019-03-29T13:28:51
A07A0088,A07A0088_4,,FRANCE,,412000,OVER 272001,AEROPLANE,BOEING,747-400,AIR FRANCE,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,CYYZ LESTER B PEARSON INT'L AIRPORT,LFPG CHARLES DE GAULLE AIRPORT,NONE,2019-03-29T13:28:51
A07A0093,A07A0093_1,C-GNWT,CANADA,1975,1054,0-2250,AEROPLANE,PIPER,PA-28,,PRIVATE,,N/A,PLEASURE/TRAVEL,CYPD PORT HAWKESBURY,"CYPD PORT HAWKESBURY, 11 NM S, CAPE ARGOS",SUBSTANTIAL,2019-03-29T13:28:51
A07A0094,A07A0094_1,N1613B,UNITED STATES,2001,187000,27001-272000,AEROPLANE,BOEING,767-300,DELTA AIR LINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KJFK NEW YORK/KENNEDY INTL,EGKK LONDON/GATWICK INTL,NONE,2019-03-29T13:28:51
A07A0096,A07A0096_1,C-FBED,CANADA,1973,2722,2251-5700,AEROPLANE,AYRES,S2R-600 THRUSH,FOREST PATROL LTD,PRIVATE,,N/A,APPLICATION,CCJ3 BOSTON BROOK,CCJ3 BOSTON BROOK,SUBSTANTIAL,2019-03-29T13:28:51
A07A0097,A07A0097_1,N17122,UNITED STATES,1997,112500,27001-272000,AEROPLANE,BOEING,757-200,CONTINENTAL AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KEWR NEWARK INTL,EDDT BERLIN INTL,NONE,2019-03-29T13:28:51
A07A0098,A07A0098_1,C-GDSY,CANADA,1988,151955,27001-272000,AEROPLANE,BOEING,767-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO/LESTER B. PEARSON INTL,EGCC MANCHESTER/RINGWAY INTL,NONE,2019-03-29T13:28:51
A07A0100,A07A0100_1,C-GYFC,CANADA,1968,1406,0-2250,AEROPLANE,CESSNA,182L,,PRIVATE,,N/A,PLEASURE/TRAVEL,DEER LAKE,CLARENVILLE ARPT,SUBSTANTIAL,2019-03-29T13:28:51
A07A0102,A07A0102_1,C-FGLY,CANADA,2006,51800,27001-272000,AEROPLANE,EMBRAER,EMB-190,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYOW OTTAWA/MACDONALD-CARTIER INTL,CYHZ HALIFAX/ROBERT L. STANFIELD INTL,NONE,2019-03-29T13:28:51
A07A0106,A07A0106_1,C-FWOG,CANADA,1995,328,0-2250,BASIC ULTRALIGHT,SKYSTAR,KITFOX IV,,PRIVATE,,N/A,PLEASURE/TRAVEL,MISISTOOK LAKE,WABUSH,SUBSTANTIAL,2019-03-29T13:28:51
A07A0107,A07A0107_1,CS-TMK,PORTUGAL,,20639,5701-27000,AEROPLANE,DASSAULT-BREGUET,FALCON 900,,CORPORATE,N/A,N/A,BUSINESS,KDTW DETROIT/WAYNE COUNTY ARPT,LPCS CASCAIS/TIRES ARPT,NONE,2019-03-29T13:28:51
A07A0108,A07A0108_1,,UNITED STATES,,115680,27001-272000,AEROPLANE,BOEING,757-200,CONTINENTAL AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EHAM AMSTERDAM/SCHIPHOL INTL,KEWR NEWARK INTL,NONE,2019-03-29T13:28:51
A07A0109,A07A0109_1,C-FZYU,CANADA,2002,435,0-2250,AEROPLANE,ZENAIR,STOL CH701/A,,PRIVATE,,N/A,PLEASURE/TRAVEL,CCS5 HAVALOCK AIRFIELD,CCS5 HAVALOCK AIRFIELD,SUBSTANTIAL,2019-03-29T13:28:51
A07A0111,A07A0111_1,C-GQQQ,CANADA,1979,1723,0-2250,AEROPLANE,PIPER,PA-44,MONCTON FLIGHT COLLEGE,COMMERCIAL,406 - FLIGHT TRAINING,N/A,TRAINING,CYQM GREATER MONCTON INTL,CYQM GREATER MONCTON INTL,NONE,2019-03-29T13:28:51
A07A0111,A07A0111_2,,CANADA,,23133,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO/LESTER B. PEARSON INTL,CYQM GREATER MONCTON INTL,NONE,2019-03-29T13:28:51
A07A0112,A07A0112_1,C-GAAU,CANADA,1996,7688,5701-27000,AEROPLANE,BEECH,1900D,AIR GEORGIAN,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYHZ HALIFAX/ROBERT L. STANFIELD INTL,CYQY SYDNEY ARPT,NONE,2019-03-29T13:28:51
A07A0113,A07A0113_1,N358AA,UNITED STATES,1988,184614,27001-272000,AEROPLANE,BOEING,767-300,AMERICAN AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KDFW DALLAS/FORT WORTH INTL,LFPG PARIS/CHARLES DE GAULLE INTL,NONE,2019-03-29T13:28:51
A07A0114,A07A0114_1,C-IHMT,CANADA,2007,558,0-2250,ADVANCED ULTRALIGHT,RANS,S-7 COURIER,,PRIVATE,,N/A,OTHER,CROUSE LAKE,CROUSE LAKE,DESTROYED,2019-03-29T13:28:51
A07A0115,A07A0115_1,,CANADA,,,27001-272000,AEROPLANE,AIRBUS,A320,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYT - ST JOHN'S,CYYZ - TORONTO,NONE,2019-03-29T13:28:51
A07A0115,A07A0115_2,,UNITED STATES,,,OVER 272001,AEROPLANE,MCDONNELL DOUGLAS,MD-11,AV-WORLD,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KJFK - NEW YORK,EBBR - BRUSSELS,NONE,2019-03-29T13:28:51
A07A0116,A07A0116_1,N16911,UNITED STATES,2001,22000,5701-27000,AEROPLANE,EMBRAER,EMB-145,CONTINENTAL EXPRESS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KEWR - NEWARK,CYQM MONCTON/GREATER MONCTON INTL,NONE,2019-03-29T13:28:51
A07A0118,A07A0118_1,C-GCHA,CANADA,1977,1814,0-2250,HELICOPTER,BELL HELICOPTER,206L,NEWFOUNDLAND HELICOPTERS,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,CCD4 POSTVILLE,CCD4 POSTVILLE,DESTROYED,2019-03-29T13:28:51
A07A0118,A07A0118_2,C-FHHH,CANADA,1981,2100,0-2250,HELICOPTER,EUROCOPTER,AS 350 BA,UNIVERSAL HELICOPTERS NEWFOUNDLAND,COMMERCIAL,702 - AERIAL WORK,N/A,HELISLINGING,"13 NM S, CCD4 POSTVILLE",CCD4 POSTVILLE,MINOR,2019-03-29T13:28:51
A07A0120,A07A0120_1,G-FCLI,UNITED KINGDOM,1995,115666,27001-272000,AEROPLANE,BOEING,757-200,THOMAS COOK AIRLINES UK,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,CYHZ - HALIFAX,EGKK - LONDON/GATWICK,NONE,2019-03-29T13:28:51
A07A0121,A07A0121_1,C-GMEW,CANADA,1987,7258,5701-27000,AEROPLANE,FAIRCHILD,SA-227-AC,PAL PROVINCIAL AIRLINES,COMMERCIAL,704 - COMMUTER,N/A,FERRY,CYAY - ST ANTHONY,CYYT ST. JOHN`S INTL,NONE,2019-03-29T13:28:51
A07A0124,A07A0124_1,C-GFUR,CANADA,2000,230000,27001-272000,AEROPLANE,AIRBUS,A330-300,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYUL MONTREAL/PIERRE E. TRUDEAU INTL,EGGL LONDON/HEATHROW INTL,NONE,2019-03-29T13:28:51
A07A0126,A07A0126_1,C-GMJA,CANADA,2004,24040,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYQM MONCTON/GREATER MONCTON INTL,CYUL PIERRE ELLIOTT TRUDEAU INT'L AIRPORT,NONE,2019-03-29T13:28:51
A07A0130,A07A0130_1,N352AA,UNITED STATES,1988,157950,27001-272000,AEROPLANE,BOEING,767-300,AMERICAN AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KORD - CHICAGO,EBBR - BRUSSELS,NONE,2019-03-29T13:28:51
A07A0131,A07A0131_1,N637RW,UNITED STATES,2004,35990,27001-272000,AEROPLANE,EMBRAER,170-100,SHUTTLE AMERICA,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KORD - CHICAGO,CYHZ HALIFAX INTL,NONE,2019-03-29T13:28:51
A07A0132,A07A0132_1,C-FGLX,CANADA,2006,51800,27001-272000,AEROPLANE,EMBRAER,EMB-190,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ - TORONTO,CYHZ HALIFAX INTL,NONE,2019-03-29T13:28:51
A07A0133,A07A0133_1,C-GMFH,CANADA,2003,750,0-2250,AEROPLANE,DIAMOND,DA20-C1,MONCTON FLIGHT COLLEGE,COMMERCIAL,406 - FLIGHT TRAINING,N/A,TRAINING,CYFC FREDERICTON,CYFC FREDERICTON,SUBSTANTIAL,2019-03-29T13:28:51
A07A0134,A07A0134_1,C-GXPR,CANADA,2006,39780,27001-272000,AEROPLANE,BOMBARDIER,BD-700-1A10 (GLOBAL EXPRESS),JETPORT INC,PRIVATE-604,N/A,N/A,BUSINESS,CYHM HAMILTON AIRPORT,CFH4 FOX HARBOUR,SUBSTANTIAL,2019-03-29T13:28:51
A07A0137,A07A0137_1,C-FXAL,CANADA,1985,1950,0-2250,HELICOPTER,AEROSPATIALE,AS 350 B,UNIVERSAL HELICOPTERS NEWFOUNDLAND,COMMERCIAL,702 - AERIAL WORK,N/A,HELISLINGING,SILVER SPRUCE CAMP,CYYR GOOSE BAY ARPT,SUBSTANTIAL,2019-03-29T13:28:51
A07A0141,A07A0141_1,N13994,UNITED STATES,2000,22000,5701-27000,AEROPLANE,EMBRAER,EMB-145,BRITT AIRWAYS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KEWR - NEWARK,CYHZ HALIFAX INTL,NONE,2019-03-29T13:28:51
A07A0142,A07A0142_1,C-GCOM,CANADA,2006,5465,2251-5700,AEROPLANE,PIAGGIO,P.180,BELL ALIANT REGIONAL COMMUNICATIONS,CORPORATE,N/A,N/A,BUSINESS,CYHZ HALIFAX INTL,CYHZ HALIFAX INTL,NONE,2019-03-29T13:28:51
A07A0142,A07A0142_2,,UNITED STATES,,,27001-272000,AEROPLANE,EMBRAER,170-100,AIR SHUTTLE (AMERICA WEST),COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KIAD - INDIANAPOLIS,CYHZ HALIFAX INTL,NONE,2019-03-29T13:28:51
A07A0143,A07A0143_1,PH-AHX,NETHERLANDS,1990,181437,27001-272000,AEROPLANE,BOEING,767-300,TUI AIRLINES NEDERLAND B.V.,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,MMUN - CANCUN,EHAM - AMSTERDAM/SCHIPHOL,NONE,2019-03-29T13:28:51
A07A0146,A07A0146_1,C-GJZA,CANADA,2001,24040,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYUL - MONTREAL,CYHZ HALIFAX INTL,NONE,2019-03-29T13:28:51
A07A0147,A07A0147_1,N750NA,UNITED STATES,1995,115666,27001-272000,AEROPLANE,BOEING,757-200,NORONTAIR,CORPORATE,N/A,N/A,AIR TRANSPORT,CYQX GANDER INTL,KCOS - COLORADO SPRINGS,NONE,2019-03-29T13:28:51
A07A0148,A07A0148_1,C-GKEW,CANADA,2000,24042,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ - HALIFAX,CYDF DEER LAKE,NONE,2019-03-29T13:28:51
A07A0149,A07A0149_1,C-GKEM,CANADA,1998,23133,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHZ HALIFAX,CYYR GOOSE BAY,NONE,2019-03-29T13:28:51
A07A0150,A07A0150_1,N251AY,UNITED STATES,1982,150750,27001-272000,AEROPLANE,BOEING,767-200,US AIR INC,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KPHL PHILIDELPHIA,EHAM AMSTERDAM,NONE,2019-03-29T13:28:51
A07A0154,A07A0154_1,,UNITED STATES,,7375,5701-27000,AEROPLANE,BEECH,B-1900,BIG SKY AIRLINES (DELTA CONNECTION),COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KBOS BOSTON LOGAN INTL.,CYFC FREDERICTON,UNKNOWN,2019-03-29T13:28:51
A07C0001,A07C0001_1,C-GFFN,CANADA,1974,5214,2251-5700,AEROPLANE,BEECH,A100,TRANSWEST AIR,COMMERCIAL,703 - AIR TAXI,N/A,AIR AMBULANCE/ EMERGENCY MEDICAL,"LA RONGE, SK",CJY4 SANDY BAY,DESTROYED,2019-03-29T13:28:51
A07C0002,A07C0002_1,N176CL,UNITED STATES,2002,,5701-27000,AEROPLANE,DASSAULT-BREGUET,FALCON 900,CIGNA,CORPORATE,N/A,N/A,BUSINESS,"PHILADELPHIA, PA","ANCHORAGE, AK",NONE,2019-03-29T13:28:51
A07C0003,A07C0003_1,C-FEMA,CANADA,1985,6668,5701-27000,AEROPLANE,CESSNA,S550,MANITOBA GOVERNMENT AIR SERVICES,STATE,N/A,PROVINCIAL,AIR AMBULANCE/ EMERGENCY MEDICAL,CYWG WINNIPEG INTL,"NORWAY HOUSE, MB",NONE,2019-03-29T13:28:51
